PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
EL01;PARTY;8;GP1201;CONSTITUTIVE;
EL02;PARTY;8;GP1202;CONSTITUTIVE;
EL03;PARTY;1;GP1204;CONSTITUTIVE;
EL04;PARTY;2;GP1206;CONSTITUTIVE;
EL05;PARTY;1;GP1206;CONSTITUTIVE;
EL06;PARTY;2;GP1207;CONSTITUTIVE;
